Series,Version,Cell ID,Map Name,Primary State,Scale,Date On Map,Imprint Year,Woodland Tint,Visual Version Number,Photo Inspection Year,Photo Revision Year,Aerial Photo Year,Edit Year,Field Check Year,Survey Year,Datum,Projection,Advance,Preliminary,Provisional,Interim,Planimetric,Special Printing,Special Map,Shaded Relief,Orthophoto,Pub USGS,Pub Army Corps Eng,Pub Army Map,Pub Forest Serv,Pub Military Other,Pub Reclamation,Pub War Dept,Pub Bur Land Mgmt,Pub Natl Park Serv,Pub Indian Affairs,Pub EPA,Pub Tenn Valley Auth,Pub US Commerce,Keywords,Map Language,Scanner Resolution,Cell Name,Primary State Name,N Lat,W Long,S Lat,E Long,Link to HTMC Metadata,Download GeoPDF,View FGDC Metadata XML,View Thumbnail Image,Scan ID,GDA Item ID,Create Date,Byte Count,Grid Size,Download Product S3,View Thumbnail Image S3,NRN,NSN,Map Folder,Raster Name,AWS URL,PDS Path
HTMC,Historical,75051,Afognak,AK,250000,1952,1981,Y,,,,1956,1980,,1952,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Afognak,Alaska,59,-154,58,-151.5,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5660310,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/250000/AK_Afognak_360524_1952_250000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/250000/AK_Afognak_360524_1952_250000_tn.jpg,360524,5660310,08/14/2012,38590454,1 X 2 Degree,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360524_1952_250000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360524_1952_250000_tn.jpg,,,,AK_Afognak_360524_1952_250000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Afognak_360524_1952_250000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QM\AK_Afognak_360524_1952_250000_geo.tif
HTMC,Historical,75051,Afognak,AK,250000,1952,1976,N,,,,1956,1975,,1952,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,Y,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Afognak,Alaska,59,-154,58,-151.5,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5660308,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/250000/AK_Afognak_360523_1952_250000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/250000/AK_Afognak_360523_1952_250000_tn.jpg,360523,5660308,08/14/2012,29199057,1 X 2 Degree,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360523_1952_250000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360523_1952_250000_tn.jpg,,,,AK_Afognak_360523_1952_250000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Afognak_360523_1952_250000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QM\AK_Afognak_360523_1952_250000_geo.tif
HTMC,Historical,75051,Afognak,AK,250000,1952,1971,Y,,,,1956,1970,,1952,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Afognak,Alaska,59,-154,58,-151.5,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5660306,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/250000/AK_Afognak_360522_1952_250000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/250000/AK_Afognak_360522_1952_250000_tn.jpg,360522,5660306,08/14/2012,34804892,1 X 2 Degree,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360522_1952_250000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360522_1952_250000_tn.jpg,,,,AK_Afognak_360522_1952_250000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Afognak_360522_1952_250000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QM\AK_Afognak_360522_1952_250000_geo.tif
HTMC,Historical,75051,Afognak,AK,250000,1952,1965,N,,,,1956,,,1951,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,Y,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Afognak,Alaska,59,-154,58,-151.5,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5660296,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/250000/AK_Afognak_360517_1952_250000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/250000/AK_Afognak_360517_1952_250000_tn.jpg,360517,5660296,08/14/2012,23986545,1 X 2 Degree,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360517_1952_250000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360517_1952_250000_tn.jpg,,,,AK_Afognak_360517_1952_250000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Afognak_360517_1952_250000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QM\AK_Afognak_360517_1952_250000_geo.tif
HTMC,Historical,75051,Afognak,AK,250000,1952,1965,Y,1,,,1956,,,1952,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Afognak,Alaska,59,-154,58,-151.5,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5660304,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/250000/AK_Afognak_360521_1952_250000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/250000/AK_Afognak_360521_1952_250000_tn.jpg,360521,5660304,08/14/2012,20225761,1 X 2 Degree,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360521_1952_250000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360521_1952_250000_tn.jpg,,,,AK_Afognak_360521_1952_250000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Afognak_360521_1952_250000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QM\AK_Afognak_360521_1952_250000_geo.tif
HTMC,Historical,75051,Afognak,AK,250000,1952,1957,N,,,,1956,,,1952,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,Y,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Afognak,Alaska,59,-154,58,-151.5,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5660298,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/250000/AK_Afognak_360518_1952_250000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/250000/AK_Afognak_360518_1952_250000_tn.jpg,360518,5660298,08/14/2012,22526084,1 X 2 Degree,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360518_1952_250000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360518_1952_250000_tn.jpg,,,,AK_Afognak_360518_1952_250000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Afognak_360518_1952_250000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QM\AK_Afognak_360518_1952_250000_geo.tif
HTMC,Historical,75051,Afognak,AK,250000,1952,1957,Y,1,,,1956,,,1952,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Afognak,Alaska,59,-154,58,-151.5,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5660300,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/250000/AK_Afognak_360519_1952_250000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/250000/AK_Afognak_360519_1952_250000_tn.jpg,360519,5660300,08/14/2012,20024879,1 X 2 Degree,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360519_1952_250000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360519_1952_250000_tn.jpg,,,,AK_Afognak_360519_1952_250000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Afognak_360519_1952_250000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QM\AK_Afognak_360519_1952_250000_geo.tif
HTMC,Historical,75051,Afognak,AK,250000,1952,1953,N,,,,1943,,,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Afognak,Alaska,59,-154,58,-151.5,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5660302,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/250000/AK_Afognak_360520_1952_250000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/250000/AK_Afognak_360520_1952_250000_tn.jpg,360520,5660302,08/14/2012,18959292,1 X 2 Degree,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360520_1952_250000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Afognak_360520_1952_250000_tn.jpg,,,,AK_Afognak_360520_1952_250000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Afognak_360520_1952_250000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QM\AK_Afognak_360520_1952_250000_geo.tif
HTMC,Historical,68645,Ambler River,AK,250000,1964,,Y,,,,1955,,,,NAD27,Transverse Mercator,N,N,N,N,N,N,N,N,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,,English,600,Ambler River,Alaska,68,-159,67,-156,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=9124630,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/250000/AK_Ambler%20River_463462_1964_250000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/250000/AK_Ambler%20River_463462_1964_250000_tn.jpg,463462,9124630,06/27/2017,41683169,1 X 3 Degree,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Ambler%20River_463462_1964_250000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Ambler%20River_463462_1964_250000_tn.jpg,,,,AK_Ambler River_463462_1964_250000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Ambler%20River_463462_1964_250000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QM\AK_Ambler River_463462_1964_250000_geo.tif
HTMC,Historical,68645,Ambler River,AK,250000,1956,1982,Y,,,,1980,1982,,1955,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Ambler River,Alaska,68,-159,67,-156,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5660324,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/250000/AK_Ambler%20River_360533_1956_250000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/250000/AK_Ambler%20River_360533_1956_250000_tn.jpg,360533,5660324,08/14/2012,45937093,1 X 3 Degree,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Ambler%20River_360533_1956_250000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Ambler%20River_360533_1956_250000_tn.jpg,,,,AK_Ambler River_360533_1956_250000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Ambler%20River_360533_1956_250000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QM\AK_Ambler River_360533_1956_250000_geo.tif
HTMC,Historical,68645,Ambler River,AK,250000,1956,1977,N,1,,,1955,1975,,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,Y,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Ambler River,Alaska,68,-159,67,-156,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5660322,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/250000/AK_Ambler%20River_360532_1956_250000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/250000/AK_Ambler%20River_360532_1956_250000_tn.jpg,360532,5660322,08/14/2012,53468447,1 X 3 Degree,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Ambler%20River_360532_1956_250000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/250000/AK_Ambler%20River_360532_1956_250000_tn.jpg,,,,AK_Ambler River_360532_1956_250000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Ambler%20River_360532_1956_250000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QM\AK_Ambler River_360532_1956_250000_geo.tif
