Series,Version,Cell ID,Map Name,Primary State,Scale,Date On Map,Imprint Year,Woodland Tint,Visual Version Number,Photo Inspection Year,Photo Revision Year,Aerial Photo Year,Edit Year,Field Check Year,Survey Year,Datum,Projection,Advance,Preliminary,Provisional,Interim,Planimetric,Special Printing,Special Map,Shaded Relief,Orthophoto,Pub USGS,Pub Army Corps Eng,Pub Army Map,Pub Forest Serv,Pub Military Other,Pub Reclamation,Pub War Dept,Pub Bur Land Mgmt,Pub Natl Park Serv,Pub Indian Affairs,Pub EPA,Pub Tenn Valley Auth,Pub US Commerce,Keywords,Map Language,Scanner Resolution,Cell Name,Primary State Name,N Lat,W Long,S Lat,E Long,Link to HTMC Metadata,Download GeoPDF,View FGDC Metadata XML,View Thumbnail Image,Scan ID,GDA Item ID,Create Date,Byte Count,Grid Size,Download Product S3,View Thumbnail Image S3,NRN,NSN,Map Folder,Raster Name,AWS URL,PDS Path
HTMC,Historical,944,Anchorage B-7 SW,AK,25000,1979,1987,Y,,,,1972,1979,1973,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage B-7 SW,Alaska,61.375,-149.625,61.25,-149.4375,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681857,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20B-7%20SW_353602_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20B-7%20SW_353602_1979_25000_tn.jpg,353602,5681857,09/11/2012,16675127,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-7%20SW_353602_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-7%20SW_353602_1979_25000_tn.jpg,,,,AK_Anchorage B-7 SW_353602_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20B-7%20SW_353602_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage B-7 SW_353602_1979_25000_geo.tif
HTMC,Historical,944,Anchorage B-7 SW,AK,25000,1979,1979,Y,,,,1972,1979,1973,,NAD27,Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage B-7 SW,Alaska,61.375,-149.625,61.25,-149.4375,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681855,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20B-7%20SW_353601_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20B-7%20SW_353601_1979_25000_tn.jpg,353601,5681855,09/11/2012,16258199,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-7%20SW_353601_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-7%20SW_353601_1979_25000_tn.jpg,,,,AK_Anchorage B-7 SW_353601_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20B-7%20SW_353601_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage B-7 SW_353601_1979_25000_geo.tif
HTMC,Historical,76694,Anchorage B-8 NE,AK,25000,1979,1993,Y,,,,1988,1993,,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage B-8 NE,Alaska,61.5,-149.8125,61.375,-149.625,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681865,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20B-8%20NE_353606_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20B-8%20NE_353606_1979_25000_tn.jpg,353606,5681865,09/11/2012,20267317,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20NE_353606_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20NE_353606_1979_25000_tn.jpg,,,,AK_Anchorage B-8 NE_353606_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20B-8%20NE_353606_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage B-8 NE_353606_1979_25000_geo.tif
HTMC,Historical,76694,Anchorage B-8 NE,AK,25000,1979,1993,Y,1,,,1988,1993,,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage B-8 NE,Alaska,61.5,-149.8125,61.375,-149.625,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681863,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20B-8%20NE_353605_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20B-8%20NE_353605_1979_25000_tn.jpg,353605,5681863,09/11/2012,19121310,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20NE_353605_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20NE_353605_1979_25000_tn.jpg,,,,AK_Anchorage B-8 NE_353605_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20B-8%20NE_353605_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage B-8 NE_353605_1979_25000_geo.tif
HTMC,Historical,76694,Anchorage B-8 NE,AK,25000,1979,1981,Y,,,,1974,1979,1973,,NAD27,Transverse Mercator,N,N,N,N,N,N,N,N,Map,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage B-8 NE,Alaska,61.5,-149.8125,61.375,-149.625,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681867,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20B-8%20NE_353607_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20B-8%20NE_353607_1979_25000_tn.jpg,353607,5681867,09/11/2012,20699668,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20NE_353607_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20NE_353607_1979_25000_tn.jpg,,,,AK_Anchorage B-8 NE_353607_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20B-8%20NE_353607_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage B-8 NE_353607_1979_25000_geo.tif
HTMC,Historical,945,Anchorage B-8 NW,AK,25000,1979,1993,Y,,,,1990,1993,,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage B-8 NW,Alaska,61.5,-150,61.375,-149.8125,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681869,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20B-8%20NW_353608_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20B-8%20NW_353608_1979_25000_tn.jpg,353608,5681869,09/11/2012,17652658,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20NW_353608_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20NW_353608_1979_25000_tn.jpg,,,,AK_Anchorage B-8 NW_353608_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20B-8%20NW_353608_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage B-8 NW_353608_1979_25000_geo.tif
HTMC,Historical,945,Anchorage B-8 NW,AK,25000,1979,1980,Y,,,,1974,1979,1973,,NAD27,Transverse Mercator,N,N,N,N,N,N,N,N,Map,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage B-8 NW,Alaska,61.5,-150,61.375,-149.8125,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681871,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20B-8%20NW_353609_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20B-8%20NW_353609_1979_25000_tn.jpg,353609,5681871,09/11/2012,21742490,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20NW_353609_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20NW_353609_1979_25000_tn.jpg,,,,AK_Anchorage B-8 NW_353609_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20B-8%20NW_353609_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage B-8 NW_353609_1979_25000_geo.tif
HTMC,Historical,76695,Anchorage B-8 SE,AK,25000,1979,1993,Y,,,,1988,1993,,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage B-8 SE,Alaska,61.375,-149.8125,61.25,-149.625,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681873,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20B-8%20SE_353611_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20B-8%20SE_353611_1979_25000_tn.jpg,353611,5681873,09/11/2012,18483905,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20SE_353611_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20SE_353611_1979_25000_tn.jpg,,,,AK_Anchorage B-8 SE_353611_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20B-8%20SE_353611_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage B-8 SE_353611_1979_25000_geo.tif
HTMC,Historical,76695,Anchorage B-8 SE,AK,25000,1979,1981,Y,,,,1974,1979,1973,,NAD27,Transverse Mercator,N,N,N,N,N,N,N,N,Map,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage B-8 SE,Alaska,61.375,-149.8125,61.25,-149.625,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681875,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20B-8%20SE_353612_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20B-8%20SE_353612_1979_25000_tn.jpg,353612,5681875,09/11/2012,32929956,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20SE_353612_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20SE_353612_1979_25000_tn.jpg,,,,AK_Anchorage B-8 SE_353612_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20B-8%20SE_353612_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage B-8 SE_353612_1979_25000_geo.tif
HTMC,Historical,946,Anchorage B-8 SW,AK,25000,1979,1993,Y,,,,1990,1993,,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage B-8 SW,Alaska,61.375,-150,61.25,-149.8125,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681877,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20B-8%20SW_353613_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20B-8%20SW_353613_1979_25000_tn.jpg,353613,5681877,09/11/2012,19244037,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20SW_353613_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20SW_353613_1979_25000_tn.jpg,,,,AK_Anchorage B-8 SW_353613_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20B-8%20SW_353613_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage B-8 SW_353613_1979_25000_geo.tif
HTMC,Historical,946,Anchorage B-8 SW,AK,25000,1979,1980,Y,,,,1974,1979,1973,,NAD27,Transverse Mercator,N,N,N,N,N,N,N,N,Map,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage B-8 SW,Alaska,61.375,-150,61.25,-149.8125,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681879,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20B-8%20SW_353614_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20B-8%20SW_353614_1979_25000_tn.jpg,353614,5681879,09/11/2012,21501495,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20SW_353614_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20B-8%20SW_353614_1979_25000_tn.jpg,,,,AK_Anchorage B-8 SW_353614_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20B-8%20SW_353614_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage B-8 SW_353614_1979_25000_geo.tif
HTMC,Historical,947,Anchorage C-6 NE,AK,25000,1979,1993,Y,,,,1990,1993,,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage C-6 NE,Alaska,61.75,-149.0625,61.625,-148.875,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681881,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20C-6%20NE_353615_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20C-6%20NE_353615_1979_25000_tn.jpg,353615,5681881,09/11/2012,17464188,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20NE_353615_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20NE_353615_1979_25000_tn.jpg,,,,AK_Anchorage C-6 NE_353615_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20C-6%20NE_353615_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage C-6 NE_353615_1979_25000_geo.tif
HTMC,Historical,947,Anchorage C-6 NE,AK,25000,1979,1979,Y,,,,1972,1979,1973,,NAD27,Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage C-6 NE,Alaska,61.75,-149.0625,61.625,-148.875,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681885,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20C-6%20NE_353617_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20C-6%20NE_353617_1979_25000_tn.jpg,353617,5681885,09/11/2012,19361956,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20NE_353617_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20NE_353617_1979_25000_tn.jpg,,,,AK_Anchorage C-6 NE_353617_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20C-6%20NE_353617_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage C-6 NE_353617_1979_25000_geo.tif
HTMC,Historical,947,Anchorage C-6 NE,AK,25000,1979,1979,Y,1,,,1972,1979,1973,,NAD27,Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage C-6 NE,Alaska,61.75,-149.0625,61.625,-148.875,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681883,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20C-6%20NE_353616_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20C-6%20NE_353616_1979_25000_tn.jpg,353616,5681883,09/11/2012,16754813,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20NE_353616_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20NE_353616_1979_25000_tn.jpg,,,,AK_Anchorage C-6 NE_353616_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20C-6%20NE_353616_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage C-6 NE_353616_1979_25000_geo.tif
HTMC,Historical,948,Anchorage C-6 NW,AK,25000,1979,1993,Y,,,,1990,1993,,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage C-6 NW,Alaska,61.75,-149.25,61.625,-149.0625,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681887,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20C-6%20NW_353618_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20C-6%20NW_353618_1979_25000_tn.jpg,353618,5681887,09/11/2012,15858706,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20NW_353618_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20NW_353618_1979_25000_tn.jpg,,,,AK_Anchorage C-6 NW_353618_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20C-6%20NW_353618_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage C-6 NW_353618_1979_25000_geo.tif
HTMC,Historical,948,Anchorage C-6 NW,AK,25000,1979,1979,Y,,,,1972,1979,1973,,NAD27,Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage C-6 NW,Alaska,61.75,-149.25,61.625,-149.0625,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681889,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20C-6%20NW_353619_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20C-6%20NW_353619_1979_25000_tn.jpg,353619,5681889,09/11/2012,14701993,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20NW_353619_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20NW_353619_1979_25000_tn.jpg,,,,AK_Anchorage C-6 NW_353619_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20C-6%20NW_353619_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage C-6 NW_353619_1979_25000_geo.tif
HTMC,Historical,949,Anchorage C-6 SE,AK,25000,1979,1993,Y,,,,1990,1993,,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage C-6 SE,Alaska,61.625,-149.0625,61.5,-148.875,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681891,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20C-6%20SE_353620_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20C-6%20SE_353620_1979_25000_tn.jpg,353620,5681891,09/11/2012,20806538,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20SE_353620_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20SE_353620_1979_25000_tn.jpg,,,,AK_Anchorage C-6 SE_353620_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20C-6%20SE_353620_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage C-6 SE_353620_1979_25000_geo.tif
HTMC,Historical,949,Anchorage C-6 SE,AK,25000,1979,1984,Y,,,,1972,1979,1973,,NAD27,Transverse Mercator,N,N,N,N,N,N,N,N,Map,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage C-6 SE,Alaska,61.625,-149.0625,61.5,-148.875,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681895,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20C-6%20SE_353622_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20C-6%20SE_353622_1979_25000_tn.jpg,353622,5681895,09/11/2012,20060259,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20SE_353622_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20SE_353622_1979_25000_tn.jpg,,,,AK_Anchorage C-6 SE_353622_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20C-6%20SE_353622_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage C-6 SE_353622_1979_25000_geo.tif
HTMC,Historical,949,Anchorage C-6 SE,AK,25000,1979,1979,Y,,,,1972,1979,1973,,NAD27,Transverse Mercator,N,N,N,N,N,N,N,N,Map,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,600,Anchorage C-6 SE,Alaska,61.625,-149.0625,61.5,-148.875,n/a,https://ims.er.usgs.gov/gda_services/download?item_id=5681893,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/AK/25000/AK_Anchorage%20C-6%20SE_353621_1979_25000_geo.xml,https://thor-f5.er.usgs.gov/ngtoc/metadata/htmc/thumbnails/AK/25000/AK_Anchorage%20C-6%20SE_353621_1979_25000_tn.jpg,353621,5681893,09/11/2012,18082749,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20SE_353621_1979_25000_geo.pdf,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/PDF/AK/25000/AK_Anchorage%20C-6%20SE_353621_1979_25000_tn.jpg,,,,AK_Anchorage C-6 SE_353621_1979_25000_geo,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/AK/AK_Anchorage%20C-6%20SE_353621_1979_25000_geo.tif,X:\Extras\AKR\Statewide\Charts\USGS_Topo\Historic_QQ\AK_Anchorage C-6 SE_353621_1979_25000_geo.tif
