Version,Cell ID,Map Name,Scale,Date On Map,Datum,Projection,Cell Name,N Lat,W Long,S Lat,E Long,View FGDC Metadata XML,GDA Item ID,Create Date,Grid Size,Download Product S3,NRN,NSN
Current,343179,Baird Inlet B-5 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet B-5 NW,60.5,-163.875,60.375,-163.6875,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_B-5_NW_20200619_TM_geo.xml,15155999,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_B-5_NW_20200619_TM_geo.pdf,USGSX25K343179,7643016341118
Current,343162,Baird Inlet B-5 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet B-5 SE,60.375,-163.6875,60.25,-163.5,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_B-5_SE_20200619_TM_geo.xml,15156001,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_B-5_SE_20200619_TM_geo.pdf,USGSX25K343162,7643016341120
Current,343163,Baird Inlet B-5 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet B-5 SW,60.375,-163.875,60.25,-163.6875,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_B-5_SW_20200619_TM_geo.xml,15156003,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_B-5_SW_20200619_TM_geo.pdf,USGSX25K343163,7643016341123
Current,343180,Baird Inlet B-6 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet B-6 NE,60.5,-164.0625,60.375,-163.875,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_B-6_NE_20200721_TM_geo.xml,15396192,07/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_B-6_NE_20200721_TM_geo.pdf,USGSX25K343180,7643016341125
Current,343181,Baird Inlet B-6 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet B-6 NW,60.5,-164.25,60.375,-164.0625,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_B-6_NW_20200721_TM_geo.xml,15430646,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_B-6_NW_20200721_TM_geo.pdf,USGSX25K343181,7643016341121
Current,343164,Baird Inlet B-6 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet B-6 SE,60.375,-164.0625,60.25,-163.875,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_B-6_SE_20200721_TM_geo.xml,15396194,07/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_B-6_SE_20200721_TM_geo.pdf,USGSX25K343164,7643016341124
Current,343165,Baird Inlet B-6 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet B-6 SW,60.375,-164.25,60.25,-164.0625,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_B-6_SW_20200721_TM_geo.xml,15430648,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_B-6_SW_20200721_TM_geo.pdf,USGSX25K343165,7643016341126
Current,343182,Baird Inlet B-7 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet B-7 NE,60.5,-164.4375,60.375,-164.25,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_B-7_NE_20200721_TM_geo.xml,15430650,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_B-7_NE_20200721_TM_geo.pdf,USGSX25K343182,7643016341128
Current,343183,Baird Inlet B-7 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet B-7 NW,60.5,-164.625,60.375,-164.4375,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_B-7_NW_20200721_TM_geo.xml,15430652,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_B-7_NW_20200721_TM_geo.pdf,USGSX25K343183,7643016341131
Current,343166,Baird Inlet B-7 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet B-7 SE,60.375,-164.4375,60.25,-164.25,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_B-7_SE_20200721_TM_geo.xml,15430654,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_B-7_SE_20200721_TM_geo.pdf,USGSX25K343166,7643016341132
Current,343167,Baird Inlet B-7 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet B-7 SW,60.375,-164.625,60.25,-164.4375,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_B-7_SW_20200722_TM_geo.xml,15430656,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_B-7_SW_20200722_TM_geo.pdf,USGSX25K343167,7643016341127
Current,343184,Baird Inlet B-8 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet B-8 NE,60.5,-164.8125,60.375,-164.625,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_B-8_NE_20200722_TM_geo.xml,15430658,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_B-8_NE_20200722_TM_geo.pdf,USGSX25K343184,7643016341129
Current,343185,Baird Inlet B-8 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet B-8 NW,60.5,-165,60.375,-164.8125,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_B-8_NW_20200721_TM_geo.xml,15430660,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_B-8_NW_20200721_TM_geo.pdf,USGSX25K343185,7643016341130
Current,343168,Baird Inlet B-8 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet B-8 SE,60.375,-164.8125,60.25,-164.625,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_B-8_SE_20200721_TM_geo.xml,15430662,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_B-8_SE_20200721_TM_geo.pdf,USGSX25K343168,7643016341134
Current,343169,Baird Inlet B-8 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet B-8 SW,60.375,-165,60.25,-164.8125,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_B-8_SW_20200721_TM_geo.xml,15430664,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_B-8_SW_20200721_TM_geo.pdf,USGSX25K343169,7643016341133
Current,343207,Baird Inlet C-3 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet C-3 NW,60.75,-163.125,60.625,-162.9375,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_C-3_NW_20200624_TM_geo.xml,15179891,06/26/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_C-3_NW_20200624_TM_geo.pdf,USGSX25K343207,7643016341146
Current,343191,Baird Inlet C-3 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet C-3 SW,60.625,-163.125,60.5,-162.9375,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_C-3_SW_20200624_TM_geo.xml,15179893,06/26/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_C-3_SW_20200624_TM_geo.pdf,USGSX25K343191,7643016341144
Current,343208,Baird Inlet C-4 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet C-4 NE,60.75,-163.3125,60.625,-163.125,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_C-4_NE_20200620_TM_geo.xml,15156005,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_C-4_NE_20200620_TM_geo.pdf,USGSX25K343208,7643016341147
Current,343209,Baird Inlet C-4 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet C-4 NW,60.75,-163.5,60.625,-163.3125,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_C-4_NW_20200619_TM_geo.xml,15156007,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_C-4_NW_20200619_TM_geo.pdf,USGSX25K343209,7643016341148
Current,343192,Baird Inlet C-4 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet C-4 SE,60.625,-163.3125,60.5,-163.125,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_C-4_SE_20200620_TM_geo.xml,15156009,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_C-4_SE_20200620_TM_geo.pdf,USGSX25K343192,7643016341149
Current,343193,Baird Inlet C-4 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet C-4 SW,60.625,-163.5,60.5,-163.3125,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_C-4_SW_20200620_TM_geo.xml,15156011,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_C-4_SW_20200620_TM_geo.pdf,USGSX25K343193,7643016341151
Current,343210,Baird Inlet C-5 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet C-5 NE,60.75,-163.6875,60.625,-163.5,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_C-5_NE_20200620_TM_geo.xml,15156013,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_C-5_NE_20200620_TM_geo.pdf,USGSX25K343210,7643016341150
Current,343211,Baird Inlet C-5 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet C-5 NW,60.75,-163.875,60.625,-163.6875,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_C-5_NW_20200620_TM_geo.xml,15156015,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_C-5_NW_20200620_TM_geo.pdf,USGSX25K343211,7643016341152
Current,343194,Baird Inlet C-5 SE,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet C-5 SE,60.625,-163.6875,60.5,-163.5,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_C-5_SE_20200620_TM_geo.xml,15156017,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_C-5_SE_20200620_TM_geo.pdf,USGSX25K343194,7643016341153
Current,343195,Baird Inlet C-5 SW,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet C-5 SW,60.625,-163.875,60.5,-163.6875,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_C-5_SW_20200620_TM_geo.xml,15156019,06/23/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_C-5_SW_20200620_TM_geo.pdf,USGSX25K343195,7643016341154
Current,343212,Baird Inlet C-6 NE,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet C-6 NE,60.75,-164.0625,60.625,-163.875,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_C-6_NE_20200721_TM_geo.xml,15396196,07/22/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_C-6_NE_20200721_TM_geo.pdf,USGSX25K343212,7643016341156
Current,343213,Baird Inlet C-6 NW,25000,2020,North American Datum of 1983,Transverse Mercator,Baird Inlet C-6 NW,60.75,-164.25,60.625,-164.0625,https://thor-f5.er.usgs.gov/ngtoc/metadata/ustopo/AK/AK_Baird_Inlet_C-6_NW_20200721_TM_geo.xml,15430666,07/27/2020,7.5 X 7.5 Minute,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/USTopo/PDF/AK/AK_Baird_Inlet_C-6_NW_20200721_TM_geo.pdf,USGSX25K343213,7643016341157
